Entity,Label
mitral regurgitation,DISEASE
tricuspid regurgitation,DISEASE
pulmonary artery systolic hypertension,DISEASE
pericardial effusion,DISEASE
knee prosthesis infection,DISEASE
vitamin,CHEMICAL
bacteremia,DISEASE
Vancomycin ceftriaxone,CHEMICAL
febrile hypotensive,DISEASE
Vanco,CHEMICAL
ceftriaxone,CHEMICAL
diet pain,DISEASE
Amlodipine Norvasc,CHEMICAL
Ciprofloxacin,CHEMICAL
Metoprolol Succinate,CHEMICAL
Oxybutynin Chloride,CHEMICAL
Warfarin,CHEMICAL
Aspirin,CHEMICAL
Bisacodyl,CHEMICAL
Docusate Sodium,CHEMICAL
Magnesium,CHEMICAL
Famotidine,CHEMICAL
Lorazepam,CHEMICAL
anxiety Metoprolol,DISEASE
Acetaminophen,CHEMICAL
Oxycodone,CHEMICAL
Oxybutynin Chloride,CHEMICAL
Vancomycin Sodium Chloride,CHEMICAL
Heparin,CHEMICAL
heparin,CHEMICAL
Heparin,CHEMICAL
knee arthroplasty,DISEASE
Vancomycin,CHEMICAL
lovenox,CHEMICAL
Vancomycin,CHEMICAL
Allergies Adverse Drug Reactions,DISEASE
Hematemesis,DISEASE
pancreatic cancer,DISEASE
colon perforation,DISEASE
anastamotic,DISEASE
bleeding,DISEASE
ulcer,DISEASE
hematemesis,DISEASE
obstructive jaundice,DISEASE
hypotensive,DISEASE
morphine,CHEMICAL
hypotensive,DISEASE
lactate,CHEMICAL
unresectable cancer,DISEASE
hypotensive,DISEASE
hypertension hyperlipidemia,DISEASE
carotid stenosis left carotid pancreatic head adenocarcinoma,DISEASE
liver pancreatic colon perforation,DISEASE
fistula,DISEASE
weight loss,DISEASE
quadruple,CHEMICAL
jaundice,DISEASE
tumor,DISEASE
ruptured colon,DISEASE
mesenteric bleed,DISEASE
Gemcitabine,CHEMICAL
smoking alcohol,CHEMICAL
pancreatic cancer,DISEASE
Glucose,CHEMICAL
PEEP,CHEMICAL
pleural effusion pneumothorax,DISEASE
pancreatic cancer,DISEASE
hematemesis,DISEASE
Hematemesis,DISEASE
Levophed,CHEMICAL
Levophed Dopamine,CHEMICAL
calcium,CHEMICAL
shock,DISEASE
blood mouth,DISEASE
asystolic arrest,DISEASE
death,DISEASE
cardiopulmonary arrest,DISEASE
death pancreatic cancer,DISEASE
death acute blood loss,DISEASE
LISINOPRIL,CHEMICAL
hiccups,DISEASE
pain,DISEASE
nausea,DISEASE
constipation,DISEASE
Disposition,CHEMICAL
Cardiopulmonary arrest Acute blood loss Pancreatic cancer,DISEASE
Penicillins Codeine,CHEMICAL
coronary disease,DISEASE
plavix,CHEMICAL
Year digits disease,DISEASE
atrial fibrillation,DISEASE
bathroom abdominal pain cramping,DISEASE
plavix coumadin,CHEMICAL
aspirin ibuprofen,CHEMICAL
hemorrhoids,DISEASE
Diabetes Dyslipidemia Hypertension,DISEASE
NRSVG,DISEASE
arrhythmia cardiomyopathies sudden cardiac death,DISEASE
distress Cardiac Pulm,DISEASE
edema,DISEASE
sclerae anicteric,DISEASE
edema,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
pylori,DISEASE
hemorrhoids,DISEASE
diverticula,DISEASE
Diverticulosis,DISEASE
Normal terminal ileum fresh blood noted,DISEASE
Diverticulosis whole colon Bowel prep fair Normal terminal ileum fresh blood noted Otherwise normal colonoscopy cecum Recommendations,DISEASE
plavix coumadin,CHEMICAL
bleed,DISEASE
Bleed,DISEASE
plavix coumadin,CHEMICAL
internal external hemorrhoids,DISEASE
ischemia,DISEASE
plavix warfarin,CHEMICAL
pylori,DISEASE
omeprazole,CHEMICAL
hematochezia,DISEASE
pylori,DISEASE
Chest pain,DISEASE
chest pain,DISEASE
Troponins,CHEMICAL
chest pain,DISEASE
nitro,CHEMICAL
chest pain,DISEASE
ischemia,DISEASE
anemia,DISEASE
chest pain,DISEASE
statin plavix,CHEMICAL
metoprolol,CHEMICAL
torsemide,CHEMICAL
bleed,DISEASE
metoprolol lisinopril,CHEMICAL
Metformin,CHEMICAL
coumadin,CHEMICAL
coumadin,CHEMICAL
bleed,DISEASE
pravastatin Plavix,CHEMICAL
bleed,DISEASE
pylori,DISEASE
omeprazole,CHEMICAL
coumadin,CHEMICAL
metoprolol lisinopril,CHEMICAL
oxycodone acetaminophen,CHEMICAL
pain,DISEASE
aspirin,CHEMICAL
pravastatin,CHEMICAL
torsemide,CHEMICAL
metformin,CHEMICAL
clopidogrel,CHEMICAL
Coumadin,CHEMICAL
aspirin,CHEMICAL
pravastatin,CHEMICAL
torsemide,CHEMICAL
metformin,CHEMICAL
clopidogrel,CHEMICAL
omeprazole,CHEMICAL
nitroglycerin,CHEMICAL
chest pain,DISEASE
chest pain,DISEASE
chest pain,DISEASE
chest pain,DISEASE
lisinopril,CHEMICAL
metoprolol succinate,CHEMICAL
Disposition,CHEMICAL
Peptic Ulcer disease chest pain,DISEASE
Coronary artery disease congestive heart failure diabetes,DISEASE
bleeding,DISEASE
outpouchings,DISEASE
bleeding,DISEASE
omeprazole,CHEMICAL
chest pain,DISEASE
chest pain,DISEASE
omeprazole,CHEMICAL
lisinopril,CHEMICAL
metoprolol succinate,CHEMICAL
potassium creatinine,CHEMICAL
Allergies Adverse Drug Reactions,DISEASE
respiratory distress,DISEASE
intubated radial arterial line placement History Present Illness Known lastname gentleman,DISEASE
paranoid schizophrenia,DISEASE
pneumonia,DISEASE
sudden shortness breath wheezing,DISEASE
cough,DISEASE
Levofloxacin Methylprednisolone,CHEMICAL
somnolent,DISEASE
rhonchorous breath,DISEASE
Norepinephrine,CHEMICAL
propofol,CHEMICAL
Fentanyl Versed,CHEMICAL
Vancomycin Levofloxacin,CHEMICAL
respiratory distress,DISEASE
steroids,CHEMICAL
Denies fever chills,DISEASE
sweats,DISEASE
weight loss gain,DISEASE
sinus tenderness rhinorrhea congestion,DISEASE
shortness breath,DISEASE
chest pain,DISEASE
abdominal pain,DISEASE
Schizophrenia pneumonia,DISEASE
vomit,DISEASE
lower extremity edema,DISEASE
Cardiac murmurs,DISEASE
wheezes bilaterally crackles obese abdomen soft nondistended lower extremity edema,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Lactate,CHEMICAL
Volume overload cardiomegaly,DISEASE
intraatrial pulmonary arterial shunting Normal left ventricular cavity,DISEASE
hypertrophy,DISEASE
volume overload,DISEASE
COPD pulmonary embolus infection,DISEASE
pulmonary artery systolic,DISEASE
hypertension,DISEASE
pericardial effusion,DISEASE
tamponade,DISEASE
pulmonary embolism,DISEASE
thoracic aortic pathology Bibasilar,DISEASE
pneumonia,DISEASE
atelectasis,DISEASE
pleural effusions right central venous line feeding tube optimal position FINDINGS tube tube,DISEASE
effusion,DISEASE
schizophrenia,DISEASE
respiratory failure,DISEASE
pneumonia,DISEASE
Hypoxemic hypercarbic respiratory failure,DISEASE
COPD obstructive sleep,DISEASE
apnea,DISEASE
obesity hypoventilation syndrome,DISEASE
pneumonia,DISEASE
respiratory failure,DISEASE
vancomycin,CHEMICAL
pneumonia,DISEASE
lasix,CHEMICAL
albuterol ipratropium,CHEMICAL
COPD,DISEASE
lisinopril,CHEMICAL
Lisinopril Omeprazole,CHEMICAL
Haldol Benztropine,CHEMICAL
Metformin Albuterol,DISEASE
Fluticasone Nicotine,CHEMICAL
lisinopril,CHEMICAL
omeprazole,CHEMICAL
haloperidol,CHEMICAL
benztropine,CHEMICAL
risperidone,CHEMICAL
risperidone,CHEMICAL
metformin,CHEMICAL
albuterol sulfate,CHEMICAL
shortness breath,DISEASE
fluticasone,CHEMICAL
Disposition,CHEMICAL
Pneumonia,DISEASE
COPD Obstructive sleep,DISEASE
apnea,DISEASE
pneumonia,DISEASE
vomiting feeding intolerance,DISEASE
diamniotic pregnancy pregnancy,DISEASE
vaginal bleeding,DISEASE
preterm labor,DISEASE
respiratory distress syndrome,DISEASE
hypotension,DISEASE
dopamine,CHEMICAL
indomethacin,CHEMICAL
enterocolitis,DISEASE
hepatic hemorrhage,DISEASE
breast milk,DISEASE
irritability,DISEASE
vomiting,DISEASE
volumes Regurgitation fussiness,DISEASE
ranitidine,CHEMICAL
Prilosec Reglan,CHEMICAL
dark green watery,CHEMICAL
gastritis,DISEASE
pyloric stenosis,DISEASE
esophageal stricture,DISEASE
peptic reflux,DISEASE
Prilosec Mylanta,CHEMICAL
Reglan,CHEMICAL
Yersinia,DISEASE
Clostridium difficile,DISEASE
iron,CHEMICAL
Metoclopramide,CHEMICAL
Mylanta,CHEMICAL
Iron sulfate,CHEMICAL
hepatitis vaccine,CHEMICAL
reflux disease Esophageal stricture,DISEASE
enterocolitis,DISEASE
Anemia prematurity,DISEASE
retinopathy prematurity,DISEASE
abdominal Pain,DISEASE
ESRD,DISEASE
fever pain,DISEASE
chills,DISEASE
abdominal pain nausea vomiting,DISEASE
nausea,DISEASE
pain,DISEASE
headache photophobia neck stiffness,DISEASE
dysuria,DISEASE
febrile hypertensive,DISEASE
lactate,CHEMICAL
sepsis,DISEASE
Vanc,CHEMICAL
Flagyl,CHEMICAL
sepsis,DISEASE
peritonitis,DISEASE
diabetic nephropathy,DISEASE
peripheral neuropathy anemia,DISEASE
hypercholesterolemia,DISEASE
ETOH,CHEMICAL
kidney disease,DISEASE
CREAT,CHEMICAL
UROBILNGN LEUK,CHEMICAL
POLYS,CHEMICAL
CREAT,CHEMICAL
CHOL CHOL,CHEMICAL
fever abdominal pain,DISEASE
peritonitis,DISEASE
Peritonitis,DISEASE
ceftazadine,CHEMICAL
vancomycin ceftazidine,CHEMICAL
stranding mesentery small,DISEASE
peritonitis,DISEASE
abscess,DISEASE
vancomycin ceftazadine,CHEMICAL
Sepsis sepsis,DISEASE
lactate fever tachycardia leukocytosis,DISEASE
sepsis,DISEASE
vancomycin ceftazidine,CHEMICAL
hypertensive,DISEASE
pain fever,DISEASE
sepsis,DISEASE
lisinopril,CHEMICAL
Anemia,DISEASE
ESRD,DISEASE
Hyperlipidemia,DISEASE
lipitor,CHEMICAL
Diabetic diet,DISEASE
heparin,CHEMICAL
atenolol atorvastatin clonazepam docusate epogen,CHEMICAL
rocaltrol,CHEMICAL
Atorvastatin,CHEMICAL
Aspirin,CHEMICAL
Vitamin Folic Acid,CHEMICAL
Lisinopril,CHEMICAL
Mirtazapine,CHEMICAL
Calcitriol,CHEMICAL
Calcium Acetate,CHEMICAL
Atenolol,CHEMICAL
Levofloxacin,CHEMICAL
Disposition,CHEMICAL
Peritonitis,DISEASE
peritonitis,DISEASE
hepatitis,DISEASE
gestational diabetes preterm labor,DISEASE
betamethasone,CHEMICAL
uterine scar dehiscence baby,DISEASE
oxygen,CHEMICAL
Normocephalic,DISEASE
preterm female external genitalia Anus,DISEASE
methylxanthines,CHEMICAL
apnea prematurity,DISEASE
hernia,DISEASE
bilirubin,CHEMICAL
hepatitis,DISEASE
neuromuscular disease airway abnormalities,DISEASE
chronic lung disease,DISEASE
diabetic mother Umbilical hernia,DISEASE
multiple sclerosis,DISEASE
multiple sclerosis ileal conduit,DISEASE
stone right ureteropelvic junction,DISEASE
right hydronephrosis,DISEASE
lethargy,DISEASE
myalgias,DISEASE
nausea emesis diarrhea cough,DISEASE
respiratory symptoms,DISEASE
headache,DISEASE
urosepsis,DISEASE
nephrolithiasis,DISEASE
Oxacillin gentamicin Flagyl,CHEMICAL
Proteus urosepsis,DISEASE
Multiple sclerosis,DISEASE
urinary tract infections,DISEASE
coronary artery disease,DISEASE
Oxacillin Flagyl Gentamicin Tylenol,CHEMICAL
Compazine,CHEMICAL
smoke,CHEMICAL
smoking,CHEMICAL
alcohol,CHEMICAL
diabetes mellitus uterine cancer,DISEASE
somnolent,DISEASE
Cardiovascular Tachycardiac murmurs rubs gallops noted Lungs Clear auscultation anteriorly Abdomen Diffusely tender,DISEASE
tenderness,DISEASE
pitting edema midcalf,DISEASE
Neurologic Flaccid,DISEASE
sodium potassium chloride,CHEMICAL
calcium,CHEMICAL
nitrate,CHEMICAL
calculi right ureteropelvic junction,DISEASE
hydronephrosis,DISEASE
multiple sclerosis,DISEASE
urosepsis,DISEASE
hypotension,DISEASE
sepsis,DISEASE
ampicillin Flagyl gentamycin,CHEMICAL
proteus pseudomonas,DISEASE
bacteremia,DISEASE
Ceftriaxone,CHEMICAL
ceftazidime,CHEMICAL
nephrolith,DISEASE
sepsis,DISEASE
loop bowel containg feces Ultrasound reveal diffusely echogenic liver,DISEASE
fatty liver cholelithiasis,DISEASE
Urosepsis,DISEASE
Proteus Pseudomonas bacteremia,DISEASE
Multiple sclerosis Status post right percutaneous,DISEASE
nephrolithiasis,DISEASE
Aspirin,CHEMICAL
Tylenol,CHEMICAL
pain fever,DISEASE
sodium,CHEMICAL
Bisacodyl suppositories constipation Milk,CHEMICAL
Combivent,CHEMICAL
Heparin,CHEMICAL
Ceftazidime,CHEMICAL
right liver mass,DISEASE
abscess,DISEASE
calculi,DISEASE
hydronephrosis perirenal abscess,DISEASE
fatty infiltration,DISEASE
Cholelithiasis,DISEASE
cholecystitis,DISEASE
difficile colitis,DISEASE
calculi,DISEASE
hematuria,DISEASE
hematuria,DISEASE
ceftazidime,CHEMICAL
calculi,DISEASE
calculi,DISEASE
proteus pseudomonas,DISEASE
Proteus Pseudomonas urosepsis,DISEASE
calculi,DISEASE
right hydronephrosis,DISEASE
calculi,DISEASE
Aspirin Docusate,CHEMICAL
Magnesium Combivent,CHEMICAL
Heparin,CHEMICAL
Tylenol,CHEMICAL
Ceftazidime,CHEMICAL
antepartum hemorrhage,DISEASE
preterm labor,DISEASE
sepsis,DISEASE
birth head circumference,DISEASE
Palate,DISEASE
oxygen,CHEMICAL
apnea bradycardia,DISEASE
bilirubin,CHEMICAL
Ampicillin Gentamicin,CHEMICAL
pneumonia,DISEASE
hepatitis,DISEASE
Synagis respiratory syncytial virus,DISEASE
respiratory syncytial virus,DISEASE
neuromuscular disease airway abnormalities,DISEASE
chronic lung disease,DISEASE
prematurity,DISEASE
Sepsis,DISEASE
pneumonia,DISEASE
respiratory distress syndrome,DISEASE
Congestive heart failure,DISEASE
coronary artery disease,DISEASE
valve replacement aortic stenosis,DISEASE
tachy brady,DISEASE
breast cancer,DISEASE
congestive heart failure,DISEASE
tachy brady,DISEASE
congestive heart failure,DISEASE
congestive heart failure,DISEASE
chronic obstructive pulmonary disease,DISEASE
congestive heart failure chronic obstructive pulmonary disease,DISEASE
transudative,DISEASE
atrial fibrillation,DISEASE
anterior infarct inferior wall ischemia,DISEASE
shortness breath,DISEASE
congestive heart failure,DISEASE
amiodarone,CHEMICAL
right effusion,DISEASE
renal failure,DISEASE
lasix,CHEMICAL
creatinine,CHEMICAL
Hydralazine,CHEMICAL
renal artery stenosis,DISEASE
shortness breath hypertension flash,DISEASE
pulmonary edema,DISEASE
atrial flutter,DISEASE
lasix,CHEMICAL
creatinine,CHEMICAL
methicillin,CHEMICAL
vancomycin,CHEMICAL
renal artery stenosis,DISEASE
chest pain shortness breath nausea vomiting diaphoresis,DISEASE
hypogammaglobulinemia,DISEASE
Coronary artery disease,DISEASE
vessel disease,DISEASE
tachy brady,DISEASE
Atrial fibrillation flutter Congestive heart failure,DISEASE
Mitral regurgitation,DISEASE
Breast cancer,DISEASE
Chronic obstructive pulmonary disease,DISEASE
drug allergies,DISEASE
Colace mouth,CHEMICAL
Advair,CHEMICAL
Combivent,CHEMICAL
Amiodarone,CHEMICAL
Digoxin mouth,DISEASE
Coumadin,CHEMICAL
Hydralazine,CHEMICAL
Zoloft mouth,DISEASE
Lopressor mouth,CHEMICAL
Protonix mouth,CHEMICAL
Lasix,CHEMICAL
congestive heart failure,DISEASE
nose throat,DISEASE
Jugular venous distention,DISEASE
Decreased breath sounds right base dull percussion Abdomen Soft nontender nondistended positive bowel sounds Extremities,DISEASE
cyanosis clubbing edema,DISEASE
creatinine,CHEMICAL
congestive heart failure,DISEASE
renal artery stenosis,DISEASE
Cardiovascular Ischemia,DISEASE
ischemia,DISEASE
chest pain,DISEASE
congestive heart failure,DISEASE
ischemia,DISEASE
vessel disease,DISEASE
reduced cardiac output renal artery,DISEASE
renal artery stenosis,DISEASE
angioplasty,DISEASE
hypotension,DISEASE
dopamine,CHEMICAL
hypertensive,DISEASE
dopamine,CHEMICAL
nitro,CHEMICAL
congestive heart failure,DISEASE
ischemia,DISEASE
pulmonary edema,DISEASE
pulmonary edema,DISEASE
lasix morphine,CHEMICAL
nitroglycerin,CHEMICAL
hypertension hypotension,DISEASE
dopamine,CHEMICAL
lasix Bumex,CHEMICAL
heart failure,DISEASE
creatinine,CHEMICAL
Hydralazine,CHEMICAL
dopamine,CHEMICAL
hypotension,DISEASE
atrial ectopy,DISEASE
atrial fibrillation,DISEASE
chronic obstructive pulmonary disease,DISEASE
wheezing,DISEASE
congestive heart failure chronic obstructive pulmonary disease,DISEASE
Atrovent albuterol,CHEMICAL
pleural effusion,DISEASE
blood loss,DISEASE
gastrointestinal bleeding,DISEASE
renal failure,DISEASE
blood loss,DISEASE
Epogen,CHEMICAL
Mucomyst renal,CHEMICAL
creatinine,CHEMICAL
nephropathy,DISEASE
urinary tract infection,DISEASE
Levaquin,CHEMICAL
renal artery stenosis,DISEASE
renal difficulties,DISEASE
urinary tract infection,DISEASE
pulmonary edema,DISEASE
hypotension,DISEASE
heart disease congestive heart failure rest dictation,DISEASE
Prednisone,CHEMICAL
Dyspnea,DISEASE
dyspnea,DISEASE
shortness breath syncope,DISEASE
presyncope,DISEASE
congestive heart failure,DISEASE
nitro,CHEMICAL
heparin aspirin,CHEMICAL
heparin,CHEMICAL
left shoulder pain,DISEASE
morphine,CHEMICAL
morphine,CHEMICAL
lasix diuril,CHEMICAL
tachypnec,CHEMICAL
oxygen,CHEMICAL
hydralazine,CHEMICAL
shortness breath,DISEASE
chest pain,DISEASE
stroke,DISEASE
venous thrombosis,DISEASE
pulmonary embolism bleeding,DISEASE
chills rigors,DISEASE
exertional buttock,DISEASE
pain nausea vomiting diarrhea,DISEASE
constipation,DISEASE
presyncope,DISEASE
lower extremity edema,DISEASE
absence chest pain,DISEASE
dyspnea orthopnea palpitations syncope,DISEASE
Kidney Disease Peptic Ulcer Disease pylori Testicular cancer pancreatitis,DISEASE
paralysis,DISEASE
myocardial infarction,DISEASE
hypertension coronary artery disease diabetes,DISEASE
PERRL,DISEASE
tenderness,DISEASE
edema,DISEASE
femoral bruits Skin stasis dermatitis ulcers scars xanthomas,DISEASE
ventricular hypertrophy,DISEASE
left ventricular systolic dysfunction,DISEASE
hypokinesis basal inferior wall remaining segments contract normally LVEF Right ventricular chamber size free wall motion normal aortic valve leaflets mildly thickened aortic valve stenosis,DISEASE
Trace aortic regurgitation,DISEASE
mitral valve leaflets mildly thickened,DISEASE
mitral regurgitation,DISEASE
pulmonary artery systolic hypertension,DISEASE
pericardial effusion,DISEASE
mitral regurgitation,DISEASE
Left ventricular systolic function,DISEASE
endocarditis,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
pulmonary edema,DISEASE
bundle branch block,DISEASE
intracranial hemorrhage mass,DISEASE
atrophy,DISEASE
hyperintensity,DISEASE
chronic microvascular infarctions,DISEASE
infarctions,DISEASE
infarction,DISEASE
fractures,DISEASE
Cardiac failure,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
pulmonary edema,DISEASE
Glucose,CHEMICAL
CHOL,CHEMICAL
hypertension,DISEASE
mitral regurgitation,DISEASE
lasix,CHEMICAL
aspirin,CHEMICAL
hydralazine,CHEMICAL
heart failure,DISEASE
sodium,CHEMICAL
lasix,CHEMICAL
atorvastatin Hypercholesterolemia,CHEMICAL
Renal insufficiency,DISEASE
Creatinine,CHEMICAL
Creatinine,CHEMICAL
renal impairment,DISEASE
Creatinine,CHEMICAL
creatinine,CHEMICAL
lasix,CHEMICAL
DEBROX,DISEASE
Hydralazine,CHEMICAL
Aspirin,CHEMICAL
Docusate Sodium,CHEMICAL
Gabapentin,CHEMICAL
Hydralazine,CHEMICAL
Isosorbide,CHEMICAL
Furosemide,CHEMICAL
Coreg,CHEMICAL
Glipizide,CHEMICAL
Atorvastatin,CHEMICAL
Chronic Diastolic Heart Failure Status,DISEASE
AMIs,DISEASE
DMII,CHEMICAL
cancer,DISEASE
sodium,CHEMICAL
hypertension,DISEASE
lasix,CHEMICAL
coronary artery disease,DISEASE
weight gain,DISEASE
shortness breath,DISEASE
pain,DISEASE
Imdur,CHEMICAL
lipitor,CHEMICAL
Allergies Adverse Drug Reactions,DISEASE
Angioedema,DISEASE
angioedema,DISEASE
scratchy throat,DISEASE
hoarse voice odynophagia,DISEASE
pain,DISEASE
steroids,CHEMICAL
steroids,CHEMICAL
moprhine neck pain,DISEASE
breathing difficulty swallowing saliva,DISEASE
pain,DISEASE
stridor,DISEASE
pain,DISEASE
difficulty swallowing secretions,DISEASE
stridor,DISEASE
Denies fever chills,DISEASE
sweats,DISEASE
weight loss gain,DISEASE
cough shortness breath,DISEASE
chest pain,DISEASE
abdominal pain,DISEASE
GERD,DISEASE
Alcohol,CHEMICAL
breast cancer,DISEASE
pain,DISEASE
swelling,DISEASE
wheezes rales rhonchi stridor,DISEASE
organomegaly,DISEASE
clubbing cyanosis edema,DISEASE
edema,DISEASE
UROBILNGN LEUK,CHEMICAL
CREAT,CHEMICAL
CREAT,CHEMICAL
laryngeal edema respiratory status,DISEASE
angioedema,DISEASE
hereditary angioedema,DISEASE
allergy,DISEASE
ranitidine Pain,CHEMICAL
morphine,CHEMICAL
swelling,DISEASE
allergy,DISEASE
Cinryze,CHEMICAL
ranitidine,CHEMICAL
sertraline,CHEMICAL
zolpidem,CHEMICAL
ranitidine,CHEMICAL
Zoloft,CHEMICAL
Ambien,CHEMICAL
insomnia Nicorette Buccal directed Please follow packaging instructions Disp package Refills Discharge Disposition,DISEASE
angioedema swelling,DISEASE
allergy,DISEASE
nicotine,CHEMICAL
allergy,DISEASE
coronary calcification chest,DISEASE
inferior ischemia,DISEASE
stenosis,DISEASE
stenosis,DISEASE
stenosis,DISEASE
hypertension,DISEASE
hypercholesterolemia,DISEASE
hernia,DISEASE
nephrolithiasis,DISEASE
Valium,CHEMICAL
Lisinopril Atenolol Aspirin Hydrochlorothiazide,CHEMICAL
normocephalic atraumatic extraocular movements,DISEASE
motion lymphadenopathy thyromegaly carotids equal bilaterally Lungs clear auscultation percussion Cardiovascular exam regular rate rhythm normal without rubs murmurs gallops Abdomen soft nontender with positive bowel sounds masses,DISEASE
hepatosplenomegaly,DISEASE
clubbing cyanosis edema,DISEASE
Lopressor,CHEMICAL
Lopressor,CHEMICAL
sodium potassium chloride,CHEMICAL
creatinine,CHEMICAL
Lasix,CHEMICAL
Potassium,CHEMICAL
Colace Ecotrin,CHEMICAL
Percocet pain,CHEMICAL
Lopressor Lisinopril,CHEMICAL
congestive heart failure,DISEASE
aortic valve replacement aortic stenosis,DISEASE
Dobutamine,CHEMICAL
hypotensive,DISEASE
morphine,CHEMICAL
death congestive heart failure,DISEASE
Congestive heart failure,DISEASE
head injury,DISEASE
cocaine,CHEMICAL
Lamina fracture Fracture,DISEASE
head injury,DISEASE
cocaine,CHEMICAL
Lamina fracture Fracture,DISEASE
head injury,DISEASE
Cocaine,CHEMICAL
Epogen,CHEMICAL
Mucomyst renal,CHEMICAL
creatinine,CHEMICAL
nephropathy,DISEASE
urinary tract infection,DISEASE
Levaquin,CHEMICAL
renal artery stenosis,DISEASE
renal difficulties,DISEASE
urinary tract infection,DISEASE
pulmonary edema,DISEASE
hypotension,DISEASE
heart disease congestive heart failure rest dictation,DISEASE
Prednisone,CHEMICAL
Dyspnea,DISEASE
dyspnea,DISEASE
shortness breath syncope,DISEASE
presyncope,DISEASE
congestive heart failure,DISEASE
nitro,CHEMICAL
heparin aspirin,CHEMICAL
heparin,CHEMICAL
left shoulder pain,DISEASE
morphine,CHEMICAL
morphine,CHEMICAL
lasix diuril,CHEMICAL
tachypnec,CHEMICAL
oxygen,CHEMICAL
hydralazine,CHEMICAL
shortness breath,DISEASE
chest pain,DISEASE
stroke,DISEASE
venous thrombosis,DISEASE
pulmonary embolism bleeding,DISEASE
chills rigors,DISEASE
exertional buttock,DISEASE
pain nausea vomiting diarrhea,DISEASE
constipation,DISEASE
presyncope,DISEASE
lower extremity edema,DISEASE
absence chest pain,DISEASE
dyspnea orthopnea palpitations syncope,DISEASE
Kidney Disease Peptic Ulcer Disease pylori Testicular cancer pancreatitis,DISEASE
paralysis,DISEASE
myocardial infarction,DISEASE
hypertension coronary artery disease diabetes,DISEASE
PERRL,DISEASE
tenderness,DISEASE
edema,DISEASE
femoral bruits Skin stasis dermatitis ulcers scars xanthomas,DISEASE
ventricular hypertrophy,DISEASE
left ventricular systolic dysfunction,DISEASE
hypokinesis basal inferior wall remaining segments contract normally LVEF Right ventricular chamber size free wall motion normal aortic valve leaflets mildly thickened aortic valve stenosis,DISEASE
Trace aortic regurgitation,DISEASE
mitral valve leaflets mildly thickened,DISEASE
mitral regurgitation,DISEASE
pulmonary artery systolic hypertension,DISEASE
pericardial effusion,DISEASE
mitral regurgitation,DISEASE
Left ventricular systolic function,DISEASE
endocarditis,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
pulmonary edema,DISEASE
bundle branch block,DISEASE
intracranial hemorrhage mass,DISEASE
atrophy,DISEASE
hyperintensity,DISEASE
chronic microvascular infarctions,DISEASE
infarctions,DISEASE
infarction,DISEASE
fractures,DISEASE
Cardiac failure,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
pulmonary edema,DISEASE
Glucose,CHEMICAL
CHOL,CHEMICAL
hypertension,DISEASE
mitral regurgitation,DISEASE
lasix,CHEMICAL
aspirin,CHEMICAL
hydralazine,CHEMICAL
heart failure,DISEASE
sodium,CHEMICAL
lasix,CHEMICAL
atorvastatin Hypercholesterolemia,CHEMICAL
Renal insufficiency,DISEASE
Creatinine,CHEMICAL
Creatinine,CHEMICAL
renal impairment,DISEASE
Creatinine,CHEMICAL
creatinine,CHEMICAL
lasix,CHEMICAL
DEBROX,DISEASE
Hydralazine,CHEMICAL
Aspirin,CHEMICAL
Docusate Sodium,CHEMICAL
Gabapentin,CHEMICAL
Hydralazine,CHEMICAL
Isosorbide,CHEMICAL
Furosemide,CHEMICAL
Coreg,CHEMICAL
Glipizide,CHEMICAL
Atorvastatin,CHEMICAL
Chronic Diastolic Heart Failure Status,DISEASE
AMIs,DISEASE
DMII,CHEMICAL
cancer,DISEASE
sodium,CHEMICAL
hypertension,DISEASE
lasix,CHEMICAL
coronary artery disease,DISEASE
weight gain,DISEASE
shortness breath,DISEASE
pain,DISEASE
Imdur,CHEMICAL
lipitor,CHEMICAL
Allergies Adverse Drug Reactions,DISEASE
Angioedema,DISEASE
angioedema,DISEASE
scratchy throat,DISEASE
hoarse voice odynophagia,DISEASE
pain,DISEASE
steroids,CHEMICAL
steroids,CHEMICAL
moprhine neck pain,DISEASE
breathing difficulty swallowing saliva,DISEASE
pain,DISEASE
stridor,DISEASE
pain,DISEASE
difficulty swallowing secretions,DISEASE
stridor,DISEASE
Denies fever chills,DISEASE
sweats,DISEASE
weight loss gain,DISEASE
cough shortness breath,DISEASE
chest pain,DISEASE
abdominal pain,DISEASE
GERD,DISEASE
Alcohol,CHEMICAL
breast cancer,DISEASE
pain,DISEASE
swelling,DISEASE
wheezes rales rhonchi stridor,DISEASE
organomegaly,DISEASE
clubbing cyanosis edema,DISEASE
edema,DISEASE
UROBILNGN LEUK,CHEMICAL
CREAT,CHEMICAL
CREAT,CHEMICAL
laryngeal edema respiratory status,DISEASE
angioedema,DISEASE
hereditary angioedema,DISEASE
allergy,DISEASE
ranitidine Pain,CHEMICAL
morphine,CHEMICAL
swelling,DISEASE
allergy,DISEASE
Cinryze,CHEMICAL
